ID,first_name,last_name,
14,Ike,Anigbogu,Ike Anigbogu
25,Ron,Baker,Ron Baker
47,Jabari,Bird,Jabari Bird
67,MarShon,Brooks,MarShon Brooks
71,Lorenzo,Brown,Lorenzo Brown
90,Omri,Casspi,Omri Casspi
1,Alex,Abrines,Alex Abrines
119,Tyler,Davis,Tyler Davis
149,Keenan,Evans,Keenan Evans
179,Marcin,Gortat,Marcin Gortat
1593,Andrew,Bogut,Andrew Bogut
241,Amir,Johnson,Amir Johnson
392,Malachi,Richardson,Malachi Richardson
281,Zach,Lofton,Zach Lofton
263,Kosta,Koufos,Kosta Koufos
382,Billy,Preston,Billy Preston
384,Zhou,Qi,Zhou Qi
388,Zach,Randolph,Zach Randolph
430,DJ,Stephens,DJ Stephens
437,Milos,Teodosic,Milos Teodosic
448,Gary,Trent Jr.,Gary Trent Jr.
494,Michael,Smith,Michael Smith
495,John,Morton,John Morton
496,Howard,Wright,Howard Wright
497,Michael,Ansley,Michael Ansley
498,John,Salley,John Salley
499,Dan,Schayes,Dan Schayes
500,Mark,Eaton,Mark Eaton
501,Kevin,Johnson,Kevin Johnson
502,Danny,Ainge,Danny Ainge
503,Kenny,Smith,Kenny Smith
504,Randy,Breuer,Randy Breuer
505,Herb,Williams,Herb Williams
506,Joe,Wolf,Joe Wolf
507,Steve,Johnson,Steve Johnson
508,Glen,Rice,Glen Rice
509,Greg,Foster,Greg Foster
510,Larry,Nance,Larry Nance
511,Duane,Ferrell,Duane Ferrell
512,Nick,Anderson,Nick Anderson
513,Joe,Dumars,Joe Dumars
514,Jay,Humphries,Jay Humphries
515,Darrell,Griffith,Darrell Griffith
516,Dan,Majerle,Dan Majerle
517,Tom,Chambers,Tom Chambers
518,Alaa,Abdelnaby,Alaa Abdelnaby
519,Adrian,Caldwell,Adrian Caldwell
520,Vernon,Maxwell,Vernon Maxwell
521,Doug,West,Doug West
522,Tony,Campbell,Tony Campbell
523,Roy,Tarpley,Roy Tarpley
524,Anthony,Cook,Anthony Cook
525,Todd,Lichti,Todd Lichti
526,Tom,Tolbert,Tom Tolbert
527,Billy,Thompson,Billy Thompson
528,Byron,Irvin,Byron Irvin
529,Mark,Price,Mark Price
530,Dominique,Wilkins,Dominique Wilkins
531,Dennis,Scott,Dennis Scott
532,Terry,Catledge,Terry Catledge
533,Bill,Laimbeer,Bill Laimbeer
534,William,Bedford,William Bedford
535,Ricky,Pierce,Ricky Pierce
536,Blue,Edwards,Blue Edwards
537,Walter,Palmer,Walter Palmer
538,Mark,West,Mark West
539,Clifford,Robinson,Clifford Robinson
540,Hakeem,Olajuwon,Hakeem Olajuwon
541,Richard,Coffey,Richard Coffey
542,James,Donaldson,James Donaldson
543,Jerome,Lane,Jerome Lane
544,Sarunas,Marciulionis,Sarunas Marciulionis
545,Grant,Long,Grant Long
546,Willie,Burton,Willie Burton
547,Mark,Alarie,Mark Alarie
548,Winston,Bennett,Winston Bennett
549,Doc,Rivers,Doc Rivers
550,Tim,McCormick,Tim McCormick
551,Scott,Skiles,Scott Skiles
552,Dennis,Rodman,Dennis Rodman
553,Greg,Anderson,Greg Anderson
554,Jeff,Malone,Jeff Malone
555,Cedric,Ceballos,Cedric Ceballos
556,Tim,Perry,Tim Perry
557,Buck,Williams,Buck Williams
558,Dave,Jamerson,Dave Jamerson
559,Scott,Brooks,Scott Brooks
560,Rolando,Blackman,Rolando Blackman
561,Avery,Johnson,Avery Johnson
562,Rod,Higgins,Rod Higgins
563,Jon,Sundvold,Jon Sundvold
564,A.J.,English,A.J. English
565,John,Battle,John Battle
566,Sam,Vincent,Sam Vincent
567,Isiah,Thomas,Isiah Thomas
568,Brad,Lohaus,Brad Lohaus
569,Mike,Brown,Mike Brown
570,Kenny,Battle,Kenny Battle
571,Danny,Young,Danny Young
572,Larry,Smith,Larry Smith
573,Pooh,Richardson,Pooh Richardson
574,Derek,Harper,Derek Harper
575,Michael,Adams,Michael Adams
576,Tim,Hardaway,Tim Hardaway
577,Bimbo,Coles,Bimbo Coles
578,Darrell,Walker,Darrell Walker
579,Kevin,Willis,Kevin Willis
580,Otis,Smith,Otis Smith
581,James,Edwards,James Edwards
582,Frank,Brickowski,Frank Brickowski
583,Karl,Malone,Karl Malone
584,Ian,Lockhart,Ian Lockhart
585,Kevin,Duckworth,Kevin Duckworth
586,Otis,Thorpe,Otis Thorpe
587,Gerald,Glass,Gerald Glass
588,Alex,English,Alex English
589,T.R.,Dunn,T.R. Dunn
590,Alton,Lister,Alton Lister
591,Sherman,Douglas,Sherman Douglas
592,Charles,Jones,Charles Jones
593,Moses,Malone,Moses Malone
594,Mark,Acres,Mark Acres
595,Lance,Blanks,Lance Blanks
596,Jeff,Grayer,Jeff Grayer
597,Chris,Munk,Chris Munk
598,Jeff,Hornacek,Jeff Hornacek
599,Jerome,Kersey,Jerome Kersey
600,Dave,Feitl,Dave Feitl
601,Tod,Murphy,Tod Murphy
602,Lafayette,Lever,Lafayette Lever
603,Corey,Gaines,Corey Gaines
604,Mitch,Richmond,Mitch Richmond
605,Kevin,Edwards,Kevin Edwards
606,Haywoode,Workman,Haywoode Workman
607,Tom,Hammonds,Tom Hammonds
608,Rumeal,Robinson,Rumeal Robinson
609,Greg,Kite,Greg Kite
610,Vinnie,Johnson,Vinnie Johnson
611,Jack,Sikma,Jack Sikma
612,Delaney,Rudd,Delaney Rudd
613,Ed,Nealy,Ed Nealy
614,Wayne,Cooper,Wayne Cooper
615,Sleepy,Floyd,Sleepy Floyd
616,Felton,Spencer,Felton Spencer
617,Tyrone,Corbin,Tyrone Corbin
618,Marcus,Liberty,Marcus Liberty
619,Walter,Davis,Walter Davis
620,Tyrone,Hill,Tyrone Hill
621,Alec,Kessler,Alec Kessler
622,Terry,Davis,Terry Davis
623,Larry,Robinson,Larry Robinson
624,Sidney,Moncrief,Sidney Moncrief
625,Jeff,Turner,Jeff Turner
626,Scott,Hastings,Scott Hastings
627,Alvin,Robertson,Alvin Robertson
628,Steve,Henson,Steve Henson
629,Andy,Toolson,Andy Toolson
630,Thurl,Bailey,Thurl Bailey
631,Kurt,Rambis,Kurt Rambis
632,Clyde,Drexler,Clyde Drexler
633,David,Wood,David Wood
634,Sam,Mitchell,Sam Mitchell
635,Rodney,McCray,Rodney McCray
636,Blair,Rasmussen,Blair Rasmussen
637,Kevin,Pritchard,Kevin Pritchard
638,Milt,Wagner,Milt Wagner
639,Bernard,King,Bernard King
640,Roy,Hinson,Roy Hinson
641,Matt,Bullard,Matt Bullard
642,Alan,Ogg,Alan Ogg
643,Kevin,Lynch,Kevin Lynch
644,Larry,Krystkowiak,Larry Krystkowiak
645,Pete,Chilcutt,Pete Chilcutt
646,Randy,Brown,Randy Brown
647,Elliot,Perry,Elliot Perry
648,Jimmy,Oliver,Jimmy Oliver
649,Terrell,Brandon,Terrell Brandon
650,Greg,Sutton,Greg Sutton
651,Tom,Copa,Tom Copa
652,Donald,Hodge,Donald Hodge
653,Joao,Vianna,Joao Vianna
654,Mike,Iuzzolino,Mike Iuzzolino
655,Greg,Anthony,Greg Anthony
656,Albert,King,Albert King
657,Tellis,Frank,Tellis Frank
658,David,Benoit,David Benoit
659,Demetrius,Calip,Demetrius Calip
660,Dikembe,Mutombo,Dikembe Mutombo
661,Mark,Macon,Mark Macon
662,Chris,Gatling,Chris Gatling
663,Victor,Alexander,Victor Alexander
664,Mark,Randall,Mark Randall
665,Mitchell,Wiggins,Mitchell Wiggins
666,Tharon,Mayes,Tharon Mayes
667,Charles,Thomas,Charles Thomas
668,Robert,Pack,Robert Pack
669,John,Bagley,John Bagley
670,Rick,Fox,Rick Fox
671,Larry,Johnson,Larry Johnson
672,Alexander,Volkov,Alexander Volkov
673,Stacey,Augmon,Stacey Augmon
674,Carl,Thomas,Carl Thomas
675,Steven,Smith,Steven Smith
676,Stanley,Roberts,Stanley Roberts
677,Doug,Lee,Doug Lee
678,Rafael,Addison,Rafael Addison
679,Sean,Green,Sean Green
680,Corey,Crowder,Corey Crowder
681,Eric,Murdock,Eric Murdock
682,Kevin,Brooks,Kevin Brooks
683,Carlton,McKinney,Carlton McKinney
684,Billy,Owens,Billy Owens
685,Doug,Smith,Doug Smith
686,Marty,Conlon,Marty Conlon
687,Rich,King,Rich King
688,Brad,Sellers,Brad Sellers
689,Rodney,Monroe,Rodney Monroe
690,Lanard,Copeland,Lanard Copeland
691,LeRon,Ellis,LeRon Ellis
692,Larry,Stewart,Larry Stewart
693,John,Turner,John Turner
694,Charles,Shackleford,Charles Shackleford
695,Keith,Owens,Keith Owens
696,Paul,Graham,Paul Graham
697,Kenny,Anderson,Kenny Anderson
698,Carl,Herrera,Carl Herrera
699,Myron,Brown,Myron Brown
700,Dale,Davis,Dale Davis
701,Labradford,Smith,Labradford Smith
702,Bison,Dele,Bison Dele
703,Chuck,Nevitt,Chuck Nevitt
704,Patrick,Eddie,Patrick Eddie
705,David,Rivers,David Rivers
706,Luc,Longley,Luc Longley
707,Bob,McCann,Bob McCann
708,Donald,Royal,Donald Royal
709,Anthony,Bowie,Anthony Bowie
710,Chris,Corchiani,Chris Corchiani
711,Stephen,Thompson,Stephen Thompson
712,Jeff,Ruland,Jeff Ruland
713,Ronnie,Grandison,Ronnie Grandison
714,Lamont,Strothers,Lamont Strothers
715,Tracy,Moore,Tracy Moore
716,Jaren,Jackson,Jaren Jackson
717,Ennis,Whatley,Ennis Whatley
718,Brian,Howard,Brian Howard
719,Steve,Burtt,Steve Burtt
720,Cedric,Hunter,Cedric Hunter
721,Stephen,Bardo,Stephen Bardo
722,Cliff,T. Robinson,Cliff T. Robinson
723,Derek,Strong,Derek Strong
724,Bobby,Phills,Bobby Phills
725,Anthony,Avent,Anthony Avent
726,Lee,Mayberry,Lee Mayberry
727,Todd,Day,Todd Day
728,Tony,Bennett,Tony Bennett
729,Brent,Price,Brent Price
730,Don,MacLean,Don MacLean
731,Tom,Gugliotta,Tom Gugliotta
732,Walt,Williams,Walt Williams
733,Lloyd,Daniels,Lloyd Daniels
734,Vinny,Del Negro,Vinny Del Negro
735,Shaquille,O'Neal,Shaquille O'Neal
736,Adam,Keefe,Adam Keefe
737,Clar.,Weatherspoon,Clar. Weatherspoon
738,Robert,Horry,Robert Horry
739,Chris,Smith,Chris Smith
740,Christian,Laettner,Christian Laettner
741,Gundars,Vetra,Gundars Vetra
742,Corey,Williams,Corey Williams
743,Elmore,Spencer,Elmore Spencer
744,Anthony,Peeler,Anthony Peeler
745,Duane,Cooper,Duane Cooper
746,John,Crotty,John Crotty
747,Stephen,Howard,Stephen Howard
748,Byron,Houston,Byron Houston
749,Keith,Jennings,Keith Jennings
750,Latrell,Sprewell,Latrell Sprewell
751,Bryant,Stith,Bryant Stith
752,LaPhonso,Ellis,LaPhonso Ellis
753,Matt,Othick,Matt Othick
754,Sam,Mack,Sam Mack
755,Anthony,Pullard,Anthony Pullard
756,Malik,Sealy,Malik Sealy
757,Hubert,Davis,Hubert Davis
758,Sean,Rooks,Sean Rooks
759,Walter,Bond,Walter Bond
760,Harold,Miner,Harold Miner
761,Oliver,Miller,Oliver Miller
762,Lorenzo,Williams,Lorenzo Williams
763,Dave,Johnson,Dave Johnson
764,Reggie,Smith,Reggie Smith
765,Tracy,Murray,Tracy Murray
766,Robert,Werdann,Robert Werdann
767,Alex,Stivrins,Alex Stivrins
768,Frank,Johnson,Frank Johnson
769,Randy,Woods,Randy Woods
770,Litterial,Green,Litterial Green
771,Alonzo,Mourning,Alonzo Mourning
772,Alex,Blackwell,Alex Blackwell
773,Isaiah,Morris,Isaiah Morris
774,Doug,Overton,Doug Overton
775,Eric,Anderson,Eric Anderson
776,Tim,Kempton,Tim Kempton
777,Stan,Kimbrough,Stan Kimbrough
778,Jay,Guidinger,Jay Guidinger
779,Gary,Plummer,Gary Plummer
780,Matt,Geiger,Matt Geiger
781,Marcus,Webb,Marcus Webb
782,Jojo,English,Jojo English
783,Marlon,Maxey,Marlon Maxey
784,Jon,Barry,Jon Barry
785,Richard,Dumas,Richard Dumas
786,Radisav,Curcic,Radisav Curcic
787,Andre,Spencer,Andre Spencer
788,Dexter,Cambridge,Dexter Cambridge
789,Joe,Courtney,Joe Courtney
790,Duane,Washington,Duane Washington
791,Melvin,Newbern,Melvin Newbern
792,Ricky,Blanton,Ricky Blanton
793,Jim,Jackson,Jim Jackson
794,Barry,Stevens,Barry Stevens
795,Doug,Christie,Doug Christie
796,Pat,Durham,Pat Durham
797,Thomas,Jordan,Thomas Jordan
798,Gary,Alexander,Gary Alexander
799,Anfernee,Hardaway,Anfernee Hardaway
800,Keith,Tower,Keith Tower
801,Chris,Whitney,Chris Whitney
802,Josh,Grant,Josh Grant
803,Bobby,Hurley,Bobby Hurley
804,Mike,Peplowski,Mike Peplowski
805,Darnell,Mee,Darnell Mee
806,Rodney,Rogers,Rodney Rogers
807,Acie,Earl,Acie Earl
808,Dino,Radja,Dino Radja
809,Chris,Mills,Chris Mills
810,Vin,Baker,Vin Baker
811,Antonio,Harvey,Antonio Harvey
812,Nick,Van Exel,Nick Van Exel
813,Terry,Dehere,Terry Dehere
814,James,Robinson,James Robinson
815,Corie,Blount,Corie Blount
816,Toni,Kukoc,Toni Kukoc
817,Michael,Curry,Michael Curry
818,Shawn,Bradley,Shawn Bradley
819,Warren,Kidd,Warren Kidd
820,Calbert,Cheaney,Calbert Cheaney
821,Mitchell,Butler,Mitchell Butler
822,Tito,Horford,Tito Horford
823,Bryon,Russell,Bryon Russell
824,Luther,Wright,Luther Wright
825,Darren,Morningstar,Darren Morningstar
826,Jamal,Mashburn,Jamal Mashburn
827,Lucious,Harris,Lucious Harris
828,Popeye,Jones,Popeye Jones
829,Eric,Riley,Eric Riley
830,Sam,Cassell,Sam Cassell
831,P.J.,Brown,P.J. Brown
832,Rex,Walters,Rex Walters
833,Antonio,Davis,Antonio Davis
834,Allan,Houston,Allan Houston
835,Lindsey,Hunter,Lindsey Hunter
836,Brian,Davis,Brian Davis
837,Isaiah,Rider,Isaiah Rider
838,Matt,Wenstrom,Matt Wenstrom
839,Scott,Haskin,Scott Haskin
840,Gerald,Madkins,Gerald Madkins
841,Greg,Graham,Greg Graham
842,Ervin,Johnson,Ervin Johnson
843,George,Lynch,George Lynch
844,Bob,Martin,Bob Martin
845,Ricky,Grace,Ricky Grace
846,Sedric,Toney,Sedric Toney
847,Chris,Webber,Chris Webber
848,Gheorghe,Muresan,Gheorghe Muresan
849,Richard,Petruska,Richard Petruska
850,Kevin,Thompson,Kevin Thompson
851,Adonis,Jordan,Adonis Jordan
852,Scott,Burrell,Scott Burrell
853,Dell,Demps,Dell Demps
854,Evers,Burns,Evers Burns
855,Aaron,Williams,Aaron Williams
856,Stanley,Jackson,Stanley Jackson
857,David,Wesley,David Wesley
858,Chris,King,Chris King
859,Doug,Edwards,Doug Edwards
860,Harold,Ellis,Harold Ellis
861,Malcolm,Mackey,Malcolm Mackey
862,Ben,Coleman,Ben Coleman
863,Roy,Marble,Roy Marble
864,Reggie,Jordan,Reggie Jordan
865,Chad,Gallagher,Chad Gallagher
866,Bo,Outlaw,Bo Outlaw
867,Bill,Edwards,Bill Edwards
868,Andrew,Gaze,Andrew Gaze
869,Alphonso,Ford,Alphonso Ford
870,Andres,Guibert,Andres Guibert
871,Skeeter,Henry,Skeeter Henry
872,Chris,Jent,Chris Jent
873,Geert,Hammink,Geert Hammink
874,Jalen,Rose,Jalen Rose
875,Reggie,Slater,Reggie Slater
876,Askia,Jones,Askia Jones
877,Donyell,Marshall,Donyell Marshall
878,Howard,Eisley,Howard Eisley
879,Grant,Hill,Grant Hill
880,Anthony,Miller,Anthony Miller
881,Eddie,Jones,Eddie Jones
882,Dickey,Simpkins,Dickey Simpkins
883,Eric,Piatkowski,Eric Piatkowski
884,Lamond,Murray,Lamond Murray
885,Matt,Fish,Matt Fish
886,Aaron,McKie,Aaron McKie
887,Eric,Montross,Eric Montross
888,Fred,Vinson,Fred Vinson
889,Tom,Hovasse,Tom Hovasse
890,Jamie,Watson,Jamie Watson
891,Khalid,Reeves,Khalid Reeves
892,Brian,Grant,Brian Grant
893,Henry,Turner,Henry Turner
894,Michael,Smith,Michael Smith
895,Antonio,Lang,Antonio Lang
896,Wesley,Person,Wesley Person
897,B.J.,Tyler,B.J. Tyler
898,Derrick,Alston,Derrick Alston
899,Sharone,Wright,Sharone Wright
900,Eric,Mobley,Eric Mobley
901,Darrin,Hancock,Darrin Hancock
902,Bill,Curley,Bill Curley
903,Anthony,Tucker,Anthony Tucker
904,Tim,Breaux,Tim Breaux
905,Zan,Tabak,Zan Tabak
906,Brooks,Thompson,Brooks Thompson
907,Glenn,Robinson,Glenn Robinson
908,Jason,Kidd,Jason Kidd
909,Tony,Dumas,Tony Dumas
910,Monty,Williams,Monty Williams
911,Carlos,Rogers,Carlos Rogers
912,Sergei,Bazarevich,Sergei Bazarevich
913,Julius,Nwosu,Julius Nwosu
914,Trevor,Ruffin,Trevor Ruffin
915,Yinka,Dare,Yinka Dare
916,Greg,Minor,Greg Minor
917,Clifford,Rozier,Clifford Rozier
918,Charlie,Ward,Charlie Ward
919,Dontonio,Wingfield,Dontonio Wingfield
920,Aaron,Swinson,Aaron Swinson
921,Jim,McIlvaine,Jim McIlvaine
922,Juwan,Howard,Juwan Howard
923,James,Blackwell,James Blackwell
924,Ivano,Newbill,Ivano Newbill
925,Dwayne,Morton,Dwayne Morton
926,Chris,Childs,Chris Childs
927,Ryan,Lorthridge,Ryan Lorthridge
928,Elmer,Bennett,Elmer Bennett
929,Darrick,Martin,Darrick Martin
930,Jerome,Harmon,Jerome Harmon
931,Mark,Strickland,Mark Strickland
932,Eldridge,Recasner,Eldridge Recasner
933,Darrell,Armstrong,Darrell Armstrong
934,Derrick,Phelps,Derrick Phelps
935,Cherokee,Parks,Cherokee Parks
936,Loren,Meyer,Loren Meyer
937,Charles,Claxton,Charles Claxton
938,Eric,Williams,Eric Williams
939,Junior,Burrough,Junior Burrough
940,Brent,Barry,Brent Barry
941,Chris,Carr,Chris Carr
942,Michael,Finley,Michael Finley
943,Greg,Ostertag,Greg Ostertag
944,Eric,Snow,Eric Snow
945,Sherell,Ford,Sherell Ford
946,Jerry,Stackhouse,Jerry Stackhouse
947,Jeff,Webster,Jeff Webster
948,Rasheed,Wallace,Rasheed Wallace
949,Arvydas,Sabonis,Arvydas Sabonis
950,Gary,Trent,Gary Trent
951,Randolph,Childress,Randolph Childress
952,Bryant,Reeves,Bryant Reeves
953,Lawrence,Moten,Lawrence Moten
954,Jason,Caffey,Jason Caffey
955,George,Zidek,George Zidek
956,Alvin,Heggs,Alvin Heggs
957,Joe,Smith,Joe Smith
958,Alan,Henderson,Alan Henderson
959,Travis,Best,Travis Best
960,Damon,Stoudamire,Damon Stoudamire
961,Jimmy,King,Jimmy King
962,Ed,O'Bannon,Ed O'Bannon
963,Lou,Roe,Lou Roe
964,Theo,Ratliff,Theo Ratliff
965,Antonio,McDyess,Antonio McDyess
966,Bob,Sura,Bob Sura
967,Donny,Marshall,Donny Marshall
968,John,Amaechi,John Amaechi
969,Tyus,Edney,Tyus Edney
970,Jerome,Allen,Jerome Allen
971,Kevin,Garnett,Kevin Garnett
972,Mark,Davis,Mark Davis
973,Marques,Bragg,Marques Bragg
974,Shawn,Respert,Shawn Respert
975,Fred,Hoiberg,Fred Hoiberg
976,Frankie,King,Frankie King
977,Don,Reid,Don Reid
978,Kurt,Thomas,Kurt Thomas
979,Sasha,Danilovic,Sasha Danilovic
980,Terrence,Rencher,Terrence Rencher
981,Cory,Alexander,Cory Alexander
982,Howard,Nathan,Howard Nathan
983,Todd,Mundt,Todd Mundt
984,David,Vaughn,David Vaughn
985,Log,Vander Velden,Log Vander Velden
986,Ashraf,Amaya,Ashraf Amaya
987,Stefano,Rusconi,Stefano Rusconi
988,Larry,Sykes,Larry Sykes
989,Vincenzo,Esposito,Vincenzo Esposito
990,Corliss,Williamson,Corliss Williamson
991,Rastko,Cvetkovic,Rastko Cvetkovic
992,Corey,Beck,Corey Beck
993,Voshon,Lenard,Voshon Lenard
994,Anthony,Goldwire,Anthony Goldwire
995,Andrew,DeClercq,Andrew DeClercq
996,Richard,Manning,Richard Manning
997,Clint,McDaniel,Clint McDaniel
998,Martin,Lewis,Martin Lewis
999,Dwayne,Whitfield,Dwayne Whitfield
1000,Mario,Bennett,Mario Bennett
1001,Melvin,Booker,Melvin Booker
1002,Darryl,Johnson,Darryl Johnson
1003,John,Coker,John Coker
1004,Donnie,Boyce,Donnie Boyce
1005,Thomas,Hamilton,Thomas Hamilton
1006,Robert,Churchwell,Robert Churchwell
1007,Cuonzo,Martin,Cuonzo Martin
1008,Cedric,Lewis,Cedric Lewis
1009,Antoine,Walker,Antoine Walker
1010,Brett,Szabo,Brett Szabo
1011,Brent,Scott,Brent Scott
1012,Erick,Dampier,Erick Dampier
1013,Jerome,Williams,Jerome Williams
1014,John,Wallace,John Wallace
1015,Walter,McCarty,Walter McCarty
1016,Marcus,Camby,Marcus Camby
1017,Donald,Whiteside,Donald Whiteside
1018,Shareef,Abdur-Rahim,Shareef Abdur-Rahim
1019,Roy,Rogers,Roy Rogers
1020,Ben,Wallace,Ben Wallace
1021,Reggie,Geary,Reggie Geary
1022,Vitaly,Potapenko,Vitaly Potapenko
1023,Ed,O'Bannon,Ed O'Bannon
1024,Kerry,Kittles,Kerry Kittles
1025,Erick,Strickland,Erick Strickland
1026,Darvin,Ham,Darvin Ham
1027,Stephon,Marbury,Stephon Marbury
1028,Shane,Heal,Shane Heal
1029,Dean,Garrett,Dean Garrett
1030,Priest,Lauderdale,Priest Lauderdale
1031,Ike,Austin,Ike Austin
1032,Loy,Vaught,Loy Vaught
1033,Lorenzen,Wright,Lorenzen Wright
1034,Todd,Fuller,Todd Fuller
1035,Ray,Owes,Ray Owes
1036,Ray,Allen,Ray Allen
1037,Allen,Iverson,Allen Iverson
1038,Mark,Bradtke,Mark Bradtke
1039,Steve,Nash,Steve Nash
1040,Ben,Davis,Ben Davis
1041,Derek,Fisher,Derek Fisher
1042,Travis,Knight,Travis Knight
1043,Kobe,Bryant,Kobe Bryant
1044,Matt,Maloney,Matt Maloney
1045,Othella,Harrington,Othella Harrington
1046,Randy,Livingston,Randy Livingston
1047,Emanual,Davis,Emanual Davis
1048,Shandon,Anderson,Shandon Anderson
1049,Malik,Rose,Malik Rose
1050,Tony,Delk,Tony Delk
1051,Jeff,McInnis,Jeff McInnis
1052,Dontae',Jones,Dontae' Jones
1053,Nate,Driggers,Nate Driggers
1054,Samaki,Walker,Samaki Walker
1055,Amal,McCaskill,Amal McCaskill
1056,James,Scott,James Scott
1057,Mark,Hendrickson,Mark Hendrickson
1058,Aleksandar,Djordjevic,Aleksandar Djordjevic
1059,Jermaine,O'Neal,Jermaine O'Neal
1060,Chris,Robinson,Chris Robinson
1061,Kevin,Salvadori,Kevin Salvadori
1062,Evric,Gray,Evric Gray
1063,Moochie,Norris,Moochie Norris
1064,Devin,Gray,Devin Gray
1065,Martin,Muursepp,Martin Muursepp
1066,Gaylon,Nickerson,Gaylon Nickerson
1067,Marcus,Brown,Marcus Brown
1068,Robert,Werdann,Robert Werdann
1069,Ruben,Nembhard,Ruben Nembhard
1070,Jamie,Feick,Jamie Feick
1071,Jason,Sasser,Jason Sasser
1072,Tony,Farmer,Tony Farmer
1073,Shawnelle,Scott,Shawnelle Scott
1074,Brian,Evans,Brian Evans
1075,Steve,Hamer,Steve Hamer
1076,Dexter,Boney,Dexter Boney
1077,Michael,Hawkins,Michael Hawkins
1078,Joe,Stephens,Joe Stephens
1079,Horacio,Llamas,Horacio Llamas
1080,Jimmy,Carruth,Jimmy Carruth
1081,Bruce,Bowen,Bruce Bowen
1082,Stevin,Smith,Stevin Smith
1083,Matt,Steigenga,Matt Steigenga
1084,Kevin,Ollie,Kevin Ollie
1085,Bubba,Wells,Bubba Wells
1086,Antonio,Daniels,Antonio Daniels
1087,Tracy,McGrady,Tracy McGrady
1088,Chris,Garner,Chris Garner
1089,Tim,Duncan,Tim Duncan
1090,Tony,Battie,Tony Battie
1091,Bobby,Jackson,Bobby Jackson
1092,Danny,Fortson,Danny Fortson
1093,Eric,Washington,Eric Washington
1094,Etdrick,Bohannon,Etdrick Bohannon
1095,Mark,Pope,Mark Pope
1096,Ron,Mercer,Ron Mercer
1097,Chauncey,Billups,Chauncey Billups
1098,John,Thomas,John Thomas
1099,Kelvin,Cato,Kelvin Cato
1100,Alvin,Williams,Alvin Williams
1101,Maurice,Taylor,Maurice Taylor
1102,Keith,Closs,Keith Closs
1103,Adonal,Foyle,Adonal Foyle
1104,DeJuan,Wheat,DeJuan Wheat
1105,Ed,Gray,Ed Gray
1106,Chris,Crawford,Chris Crawford
1107,Zydrunas,Ilgauskas,Zydrunas Ilgauskas
1108,Derek,Anderson,Derek Anderson
1109,Brevin,Knight,Brevin Knight
1110,Cedric,Henderson,Cedric Henderson
1111,Rodrick,Rhodes,Rodrick Rhodes
1112,Jacque,Vaughn,Jacque Vaughn
1113,Troy,Hudson,Troy Hudson
1114,Jerald,Honeycutt,Jerald Honeycutt
1115,Jeff,Nordgaard,Jeff Nordgaard
1116,Tim,Thomas,Tim Thomas
1117,God,Shammgod,God Shammgod
1118,Scot,Pollard,Scot Pollard
1119,Keith,Van Horn,Keith Van Horn
1120,Michael,Stewart,Michael Stewart
1121,Anthony,Johnson,Anthony Johnson
1122,Derek,Grimm,Derek Grimm
1123,Lawrence,Funderburke,Lawrence Funderburke
1124,Chris,Anstey,Chris Anstey
1125,Rick,Brunson,Rick Brunson
1126,Travis,Williams,Travis Williams
1127,Tariq,Abdul-Wahad,Tariq Abdul-Wahad
1128,Charles,Smith,Charles Smith
1129,Keith,Booth,Keith Booth
1130,Ed,Stokes,Ed Stokes
1131,Charles,O'Bannon,Charles O'Bannon
1132,Austin,Croshere,Austin Croshere
1133,Rusty,LaRue,Rusty LaRue
1134,Kiwane,Garris,Kiwane Garris
1135,Marko,Milic,Marko Milic
1136,Johnny,Taylor,Johnny Taylor
1137,James,Cotton,James Cotton
1138,James,Collins,James Collins
1139,Anthony,Parker,Anthony Parker
1140,Jason,Lawson,Jason Lawson
1141,Kebu,Stewart,Kebu Stewart
1142,Kelly,McCarty,Kelly McCarty
1143,Drew,Barry,Drew Barry
1144,Michael,McDonald,Michael McDonald
1145,Brandon,Williams,Brandon Williams
1146,William,Cunningham,William Cunningham
1147,Shea,Seals,Shea Seals
1148,Reggie,Hanson,Reggie Hanson
1149,Rashard,Lewis,Rashard Lewis
1150,Jelani,McCoy,Jelani McCoy
1151,Vladimir,Stepania,Vladimir Stepania
1152,Larry,Hughes,Larry Hughes
1153,Casey,Shaw,Casey Shaw
1154,Nazr,Mohammed,Nazr Mohammed
1155,Ricky,Davis,Ricky Davis
1156,Brad,Miller,Brad Miller
1157,Mikki,Moore,Mikki Moore
1158,Michael,Doleac,Michael Doleac
1159,Matt,Harpring,Matt Harpring
1160,Miles,Simon,Miles Simon
1161,Jason,Williams,Jason Williams
1162,Peja,Stojakovic,Peja Stojakovic
1163,Jerome,James,Jerome James
1164,Peter,Aluma,Peter Aluma
1165,Gerard,King,Gerard King
1166,Mark,Baker,Mark Baker
1167,Sean,Marks,Sean Marks
1168,Paul,Pierce,Paul Pierce
1169,Marlon,Garnett,Marlon Garnett
1170,Jahidi,White,Jahidi White
1171,Randell,Jackson,Randell Jackson
1172,Al,Harrington,Al Harrington
1173,Shammond,Williams,Shammond Williams
1174,Jeff,Sheppard,Jeff Sheppard
1175,Roshown,McLeod,Roshown McLeod
1176,Pat,Garrity,Pat Garrity
1177,Gerald,Brown,Gerald Brown
1178,Toby,Bailey,Toby Bailey
1179,Michael,Olowokandi,Michael Olowokandi
